Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
password_loop_eeb49cc8	e	Parole pieņemta, taču pēc vairākiem mēģinājumiem. Konts gatavs!	game/scenarios/scenario_3.rpy	125	e "[what]"
password_accepted_cd4afed6	e	Kā gāja ar dzejošanu? Cerams pārāk neaizkavēju!	game/scenarios/scenario_3.rpy	136	e "[what]"
password_accepted_d53b125f	nvl_narrator	Manas izvirzītās prasības bija:	game/scenarios/scenario_3.rpy	137	nvl_narrator "[what]"
password_accepted_19ad86b5	nvl_narrator	1. - Nekādas atstarpes. Parolēs tādas nekad nelietojam.	game/scenarios/scenario_3.rpy	138	nvl_narrator "[what]"
password_accepted_281ae7c6	nvl_narrator	2. - Parolei jābūt vismaz 8 simbolus garai. Pietiekami gara, lai būtu droša, bet arī viegli iegaumējama.	game/scenarios/scenario_3.rpy	139	nvl_narrator "[what]"
password_accepted_0cea9d22	nvl_narrator	3. - Nedrīkst būt divi vienādi simboli pēc kārtas - tā tiek palielināta paroles nejaušība.	game/scenarios/scenario_3.rpy	140	nvl_narrator "[what]"
password_accepted_7724ceba	nvl_narrator	4. - Parolē jābūt vismaz vienam lielajam burtam, vienam mazajam burtam, skaitlim un speciālajam simbolam.	game/scenarios/scenario_3.rpy	141	nvl_narrator "[what]"
password_accepted_b5aff73c	e	Vienkārša un efektīva recepte drošai parolei!	game/scenarios/scenario_3.rpy	145	e "[what]"
password_accepted_b18ee030	e	Lai arī vairums vietās prasības jau būs noteiktas - kad nākas pašiem veidot paroles, der šo to atcerēties.	game/scenarios/scenario_3.rpy	148	e "[what]"
password_accepted_d322949a	e	Lai arī pilnībā pārbaudīt nevarēju, vienmēr ieteicams izvairīties no šiem piemēriem parolēs:	game/scenarios/scenario_3.rpy	149	e "[what]"
password_accepted_6dcb280c	nvl_narrator	1. - populāri vārdi no vārdnīcas	game/scenarios/scenario_3.rpy	153	nvl_narrator "[what]"
password_accepted_a4aa412f	nvl_narrator	2. - automašīnu markas vai pazīstami zīmoli	game/scenarios/scenario_3.rpy	154	nvl_narrator "[what]"
password_accepted_ff564dd3	nvl_narrator	3. - telefona numuri, personīgie dati	game/scenarios/scenario_3.rpy	155	nvl_narrator "[what]"
password_accepted_c3ba237a	nvl_narrator	4. - izplatīti vārdi, piem., krāsas, gadalaiki, dienas, sporta veidi, dzērieni utml.	game/scenarios/scenario_3.rpy	156	nvl_narrator "[what]"
password_accepted_affe0d62	nvl_narrator	5. - vienkārša tastatūras simbolu secība, piem., "qwerty" vai "12345"	game/scenarios/scenario_3.rpy	157	nvl_narrator "[what]"
password_accepted_73ec5886	nvl_narrator	6. - ar datoriku saistīti vārdi, piem., "admin"	game/scenarios/scenario_3.rpy	158	nvl_narrator "[what]"
password_accepted_01f53cfe	e	Vislabākā prakse ir veidot nejaušu skaitļu, ciparu un simbolu kombināciju, kuru tikai Tu varētu zināt.	game/scenarios/scenario_3.rpy	159	e "[what]"
password_accepted_550b9faa	e	Ievērojot šo, labāk nosargāsim gan sevi, gan savus kolēģus.	game/scenarios/scenario_3.rpy	161	e "[what]"
password_accepted_acc7f8b3	e	Un atceramies -	game/scenarios/scenario_3.rpy	162	e "[what]"
password_accepted_7fb659f8	e	Paroles ir personīga un konfidenciāla informācija - tās nedrīkst izpaust nevienam. {cps=10}{size=40}{color=#FF0000}Nekad!{/color}	game/scenarios/scenario_3.rpy	164	e "[what]"
password_accepted_8968e018	e	Neatkarīgi no tā, cik ilgi un labi pazīsti savu kolēģi vai tuvu cilvēku - nekad nevar zināt, kur šī informācija var nonākt. Tieši vai netieši.	game/scenarios/scenario_3.rpy	165	e "[what]"
password_accepted_28182f3f	e	Īsziņas un zvanus var pārtvert, ierīces - nozagt. Pastāv risks, ka darbiniekus uzpērk, pie tam krāpnieks var izlikties par jebko - pat par tavu kolēģi... vai Vecmāmiņu!	game/scenarios/scenario_3.rpy	166	e "[what]"
password_location_f31f4d31	e	Tagad nākamais uzdevums - kur šo jauno paroli glabāsi? Sekos vairāki jautājumi - iztēlojies, ka esi IT administratora lomā.	game/scenarios/scenario_3.rpy	172	e "[what]"
password_location_5504ece1	e	Pierakstīt paroli uz papīra nav ideāla prakse, bet, ja glabā to drošā, slēgtā vietā kā seifs, tas var būt pietiekami droši. Jāņem arī vērā, ka seifam ne vienmēr būs parocīgi piekļūt.	game/scenarios/scenario_3.rpy	178	e "[what]"
password_location_312c8f38	e	Svarīgi arī pārliecināties, ka seifam piekļūt vari tikai Tu, kā arī to regulāri pārbaudīt.	game/scenarios/scenario_3.rpy	179	e "[what]"
password_location_283c14ce	e	Šādu risinājumu izmanto kā alternatīvu gadījumos, kad nav pieejamas digitālās ierīces vai internets.	game/scenarios/scenario_3.rpy	180	e "[what]"
password_location_64f60877	e	Ļoti laba izvēle! Virtuāls paroļu pārvaldnieks ir viens no visdrošākajiem veidiem, kā pārvaldīt un glabāt paroles.	game/scenarios/scenario_3.rpy	183	e "[what]"
password_location_c6541827	e	Taču saki - kādu paroļu pārvaldnieka veidu izmantosi?	game/scenarios/scenario_3.rpy	185	e "[what]"
password_location_c4e32a6e	e	Ideāli! Lokāls paroļu pārvaldnieks datorā nodrošina augstu drošību, ja vien pats dators ir labi aizsargāts.	game/scenarios/scenario_3.rpy	191	e "[what]"
password_location_964d96a5	e	Svarīgi ir arī iestatīt stipru pieslēgšanās paroli un izmantot šifrēšanu.	game/scenarios/scenario_3.rpy	193	e "[what]"
password_location_af0c220e	e	Atceries par rezerves plānu, ja dators sabojājas vai tiek pazaudēts.	game/scenarios/scenario_3.rpy	194	e "[what]"
password_location_7e3006bb	e	Labs variants, taču glabāt personīgajā datorā ir nedaudz drošāk, jo telefoni tiek biežāk izmantoti publiskās vidēs. Ja tas tiek atstāts vai netiek uzmanīts - pastāv lielāks uzbrukuma risks.	game/scenarios/scenario_3.rpy	199	e "[what]"
password_location_b3e4da9d	e	Drošs paroļu pārvaldnieks (labi šifrēts un ar drošu pieslēgšanās metodi) nodrošinās to, ka paroles būs pasargātas.	game/scenarios/scenario_3.rpy	201	e "[what]"
password_location_424fe10c	e	Jāņem gan vērā, ka, ja zūd piekļuve telefonam dažādu iemeslu dēļ, vajag būt rezerves alternatīvai.	game/scenarios/scenario_3.rpy	202	e "[what]"
password_location_4d2d9d9b	e	Vēl viens paroļu pārvaldnieks uz datora vai saraksts drošā seifā - šīs ir labas alternatīvas.	game/scenarios/scenario_3.rpy	203	e "[what]"
password_location_91d28fb7	e	Ja paroļu pārvaldnieks droši arī saglabā paroles personīgajā "mākonī", kam var pieslēgties no citas ierīces - tā var būt laba alternatīva.	game/scenarios/scenario_3.rpy	205	e "[what]"
password_location_2e22d212	e	Telefonam svarīgi iestatīt drošu pieslēgšanās metodi - laba parole, biometrisko datu izmantošana (sejas atpazīšana, pirkstu nospiedumi). Tas sniedz papildus drošību.	game/scenarios/scenario_3.rpy	206	e "[what]"
password_location_e0f2ec9f	e	Svarīgi telefonu nekad neatstāt atvērtu - krāpnieki vien gaida brīdi, kad kāds atstās šādi.	game/scenarios/scenario_3.rpy	207	e "[what]"
password_location_8bccab7b	e	Šķietami labs variants - ērti no dažādām ierīcēm var piekļūt parolēm caur tīmekļa pārlūku.	game/scenarios/scenario_3.rpy	211	e "[what]"
password_location_14d1b226	e	Taču šāds variants nav labs, ja pazūd piekļuve internetam.	game/scenarios/scenario_3.rpy	213	e "[what]"
password_location_770e4067	e	Tā kā atrodamies uz kuģa, kur internets nav vienmēr garantēts, šāda metode nav ieteicama.	game/scenarios/scenario_3.rpy	214	e "[what]"
password_location_6ee3d8ae	e	Labāk izvēlēties rīku, kas ir pieejams bezsaistē, kā arī noteikt kādu rezerves alternatīvu, ja primārā metode nav pieejama.	game/scenarios/scenario_3.rpy	216	e "[what]"
password_location_b15037e6	e	Telefona piezīmju grāmatiņa nav piemērota vieta paroļu glabāšanai.	game/scenarios/scenario_3.rpy	220	e "[what]"
password_location_55d8f79d	e	Ja telefons tiek pazaudēts vai uzlauzts, uzbrucējs ātri vien atradīs šādu informāciju.	game/scenarios/scenario_3.rpy	221	e "[what]"
password_location_6ad3a0ba	e	Drošāk izmantot šifrētu paroļu pārvaldnieka aplikāciju ar drošām pieslēgšanās metodēm.	game/scenarios/scenario_3.rpy	223	e "[what]"
password_location_57c17863	e	Saglabāt paroles USB diskdzinī ir salīdzinoši droši, taču tas nes sevī riskus.	game/scenarios/scenario_3.rpy	228	e "[what]"
password_location_17b69e7c	e	Ja USB disks tiek pazaudēts vai nonāk svešās rokās, visas paroles ir apdraudētas.	game/scenarios/scenario_3.rpy	229	e "[what]"
password_location_d49a139f	e	Ja izmanto USB, paroles noteikti jātur šifrētā failā un pašam USB jābūt drošā vietā.	game/scenarios/scenario_3.rpy	230	e "[what]"
password_location_54154b64	e	Labāk izmantot šifrētus, aizsargātus paroļu pārvaldniekus. Šis gan ir labs rezerves variants!	game/scenarios/scenario_3.rpy	232	e "[what]"
password_location_c2e98e46	e	Ja vari izveidot un atcerēties drošas un unikālas paroles, tad cepuri nost!	game/scenarios/scenario_3.rpy	236	e "[what]"
password_location_5f393976	e	Taču jābūt uzmanīgam, lai neizvēlētos pārāk vienkāršu vai paredzamu paroli tikai tāpēc, lai būtu vieglāk iegaumēt to.	game/scenarios/scenario_3.rpy	238	e "[what]"
password_location_d7654dc5	e	Atceries, ka galvā glabājot daudzas dažādas paroles var kļūt grūti - tad palīdz paroļu pārvaldnieki.	game/scenarios/scenario_3.rpy	239	e "[what]"
password_location_0c565811	nvl_narrator	Vēlreiz apskatīsim piedāvātās iespējas:	game/scenarios/scenario_3.rpy	243	nvl_narrator "[what]"
password_location_7df39d36	nvl_narrator	1. - Papīrs seifā. Labs kā rezerves variants, bet ne galvenais risinājums.	game/scenarios/scenario_3.rpy	244	nvl_narrator "[what]"
password_location_c541a5ea	nvl_narrator	2. - Virtuālie paroļu pārvaldnieki (datorā vai telefonā). Visdrošākais risinājums, ja tiek izmantoti droši un šifrēti varianti. Visdrošāk izmantot datorā.	game/scenarios/scenario_3.rpy	245	nvl_narrator "[what]"
password_location_ef7cddcb	nvl_narrator	3. - Tīmekļa pārlūka paroļu pārvaldnieki. Ērti, bet atkarīgi no interneta. Nav ieteicams jūrā.	game/scenarios/scenario_3.rpy	246	nvl_narrator "[what]"
password_location_9c0671d1	nvl_narrator	4. - USB disks. Tikai, ja šifrēts un labi pasargāts.	game/scenarios/scenario_3.rpy	247	nvl_narrator "[what]"
password_location_bff38728	nvl_narrator	5. - Saglabāt telefona bloknotā vai balstīties uz savu atmiņu. Šie nav droši varianti.	game/scenarios/scenario_3.rpy	248	nvl_narrator "[what]"
password_location_1c32af2a	e	Es pats izmantoju labi šifrētu paroļu pārvaldnieku ar stipru galveno paroli, kas tiek regulāri mainīta.	game/scenarios/scenario_3.rpy	250	e "[what]"
password_location_d133ba85	e	Ārkārtas gadījumiem man ir USB diskdzinis, kam ir šifrēts saraksts ar parolēm. Tas tiek glabāts seifā!	game/scenarios/scenario_3.rpy	251	e "[what]"
password_location_444399e3	e	Lai arī dažas metodes var šķist pārspīlētas, paroļu drošība ir mūsu un uzņēmuma drošība.	game/scenarios/scenario_3.rpy	253	e "[what]"
password_location_c03969b6	e	Ja uzbrucējs iegūst kaut vai ECDIS pieslēgšanās datus, sekas var būt katastrofālas.	game/scenarios/scenario_3.rpy	254	e "[what]"
dfa_68ce1faa	e	Tagad, kad esi izveidojis savu darba kontu ar drošu paroli, laiks pievienot vēl vienu drošības slāni.	game/scenarios/scenario_3.rpy	260	e "[what]"
dfa_83f1b604	e	Jebkura parole, lai cik droša tā būtu, var tikt apdraudēta.	game/scenarios/scenario_3.rpy	262	e "[what]"
dfa_d71d5f85	e	Tāpēc mūsdienās arvien izplatītāka kļūst daudzfaktoru autentifikācija jeb {u}DFA{/u}.	game/scenarios/scenario_3.rpy	263	e "[what]"
dfa_8e6e3a63	e	Tā nozīmē, ka papildus parolei tiek pieprasīts vēl vismaz viens pierādījums, ka tieši Tu pieslēdzies.	game/scenarios/scenario_3.rpy	264	e "[what]"
dfa_5bdbb017	e	Kuģa vidē tas ir īpaši svarīgi kritiskām sistēmām, kuru uzlaušanu nedrīkst pieļaut.	game/scenarios/scenario_3.rpy	265	e "[what]"
dfa_08d55662	e	Tāpēc izvēlei par DFA metodi jāpieiet atbildīgi, ņemot vērā gan drošību, gan praktiskumu.	game/scenarios/scenario_3.rpy	266	e "[what]"
dfa_b40729e2	e	Tagad saki - ko labāk izvēlēsies?	game/scenarios/scenario_3.rpy	268	e "[what]"
dfa_e38224a8	e	Saņem vienreizēju kodu īsziņā. Drošāks par paroli vien, taču kuģa apstākļos nav ieteicams risinājums.	game/scenarios/scenario_3.rpy	274	e "[what]"
dfa_20c8702e	e	Uz kuģa var būt nestabils sakaru pārklājums, turklāt SMS signālus krāpnieki var salīdzinoši viegli ietekmēt.	game/scenarios/scenario_3.rpy	275	e "[what]"
dfa_a91d1b2b	e	Pastāv SIM kartes klonēšana - ja uzbrucējs tiek klāt telefonam un spēj slepus karti noklonēt, tad tas spēj saņemt tos pašus ziņojumus, kurus saņem Tu.	game/scenarios/scenario_3.rpy	276	e "[what]"
dfa_61695c18	e	Uzbrucēji var arī pārtvert pašu tīklu, imitējot staciju. Tādā veidā var arī pārtvert informāciju.	game/scenarios/scenario_3.rpy	277	e "[what]"
dfa_10bfd0b1	e	Turklāt jāatceras, ka esam tālu no sauszemes - signāls var būt pārāk vājš, kā arī SMS izmantošana jūrā var būt ļoti dārga.	game/scenarios/scenario_3.rpy	278	e "[what]"
dfa_2daa3812	e	Laba izvēle! Kodu kalkulators ir maza ierīce, kas ģenerē īslaicīgu un vienreizēju kodu.	game/scenarios/scenario_3.rpy	283	e "[what]"
dfa_ec32885d	e	Tas ir ļoti drošs variants - ierīces signālu ir grūti pārtvert, kā arī tas sazinās tikai ar sistēmu vai kontu.	game/scenarios/scenario_3.rpy	284	e "[what]"
dfa_1fefc160	e	Visam gan savas vājības. Ierīci var nozagt, kā arī pastāv neliels risks "Man-in-the-middle attack" jeb cilvēka vidū uzbrukumam.	game/scenarios/scenario_3.rpy	286	e "[what]"
dfa_8da1f26e	e	Krāpnieks var pārtvert ierīču savstarpējo komunikāciju. Šādi gadījumi ir reti, bet ne neiespējami.	game/scenarios/scenario_3.rpy	287	e "[what]"
dfa_1633101a	e	Kodu ierīces senāk bija plaši izmantotas banku autentifikācijai, taču telefoni lēnām lomu aizvietoja.	game/scenarios/scenario_3.rpy	288	e "[what]"
dfa_4eed097d	e	Arī jāņem vērā, ka ierīci var būt grūti uzstādīt, un tā nebūs ieteicama daudzām sistēmām, jo tas būtu ļoti neparocīgi.	game/scenarios/scenario_3.rpy	289	e "[what]"
dfa_6371c14b	e	Droša izvēle, ja telefons ir aizsargāts un pieejams. Taču šādām aplikācijām ir nepieciešams stabils tīkls.	game/scenarios/scenario_3.rpy	294	e "[what]"
dfa_8bff1ae7	e	Tā pati par sevi ir liela vājība, jo kuģa tīkla sakari var pārtrūkt vai tikt traucēti.	game/scenarios/scenario_3.rpy	296	e "[what]"
dfa_07282dad	e	Arī jāatceras, ka pastāv risks telefonam tikt nozagtam.	game/scenarios/scenario_3.rpy	297	e "[what]"
dfa_fa905218	e	Šķietami laba izvēle, taču e-pastus var būt grūtības saņemt uz kuģa, ja interneta nav vai tas tiek traucēts.	game/scenarios/scenario_3.rpy	301	e "[what]"
dfa_ce8f0fc0	e	Ja uzbrucējs iegūst piekļuvi e-pastam, DFA vairs nav drošības barjera.	game/scenarios/scenario_3.rpy	302	e "[what]"
dfa_8191ce9b	e	Lieliska izvēle!	game/scenarios/scenario_3.rpy	308	e "[what]"
dfa_0e048d1b	e	Tā ir maza, fiziska ierīce, kuru pievieno datoram. Pēc izskata līdzīga USB diskdzinim.	game/scenarios/scenario_3.rpy	310	e "[what]"
dfa_8caeaea2	e	Ļoti augsts drošības līmenis, jo nav atkarīga no interneta vai telefoniem.	game/scenarios/scenario_3.rpy	311	e "[what]"
dfa_0bcd659c	e	Taču ir savi mīnusi. Ierīci jātur drošībā prom no svešām rokām, un jāatceras, ka tās izmantošana ikdienā var būt nedaudz neērta.	game/scenarios/scenario_3.rpy	312	e "[what]"
dfa_efca9fbd	e	USB autentifikatori ir īpaši ieteicami svarīgākajām sistēmām, taču ne visām ērtības dēļ.	game/scenarios/scenario_3.rpy	313	e "[what]"
dfa_c39a1084	e	Iespējas un metodes ir daudz un dažādas - nekad nebūs vienota pieeja.	game/scenarios/scenario_3.rpy	315	e "[what]"
dfa_2a8a9310	e	Galvenais ieteikums - izmantot drošu paroli, taču kritiskajām sistēmām papildus lietot USB autentifikatoru vai kodu kalkulatoru, ja iespējams.	game/scenarios/scenario_3.rpy	317	e "[what]"
dfa_4a5f1238	e	Opā! Kā reiz atnācis SMS kods no.. Google, ne? Izskatās, ka Tu jau esi ķēries pie darba un vēlies izmēģināt SMS metodi.	game/scenarios/scenario_3.rpy	319	e "[what]"
dfa_6bed5724	e	Super! Varam to apskatīt kopā.	game/scenarios/scenario_3.rpy	321	e "[what]"
dfa_cc1ad41e	nvl_narrator	123-456-7	game/scenarios/scenario_3.rpy	326	nvl_narrator "[what]"
dfa_d90fb8e4	h_nvl	Jūsu Google verifikācijas kods ir {u}1212{/u}	game/scenarios/scenario_3.rpy	327	h_nvl "[what]"
dfa_39107297	e	Te var redzēt tipisku piemēru SMS autentifikācijas metodei.	game/scenarios/scenario_3.rpy	330	e "[what]"
dfa_69a317fa	t	Klau, bet te vēl cita ziņa, kas atnāca pirms 18 minūtēm.	game/scenarios/scenario_3.rpy	332	t "[what]"
dfa_1abed7b1	nvl_narrator	631-555-6	game/scenarios/scenario_3.rpy	335	nvl_narrator "[what]"
dfa_153b5f25	h_nvl	Vai jūs pieteicāt savas paroles atjaunošanu? Ja jā - lūdzu ignorējiet ziņu. Pretējā gadījumā rakstiet {u}CANCELXXXX{/u} un X aizvietojiet ar saņemto kodu.	game/scenarios/scenario_3.rpy	336	h_nvl "[what]"
dfa_ae48ade6	e	To var apskatīt, spiežot uz pogas "ESC" un izvēloties sadaļu "VĒSTURE".	game/scenarios/scenario_3.rpy	348	e "[what]"
dfa_8653337f	e	Malacis, pareiza izvēle! Vai spēji atkost, ka šis ir pikšķerētāja darbs?	game/scenarios/scenario_3.rpy	354	e "[what]"
dfa_text_bc448715	e_nvl	CANCEL1212	game/scenarios/scenario_3.rpy	358	e_nvl "[what]"
dfa_text_ae9865c6	h_nvl	Paldies! Jūsu pieprasījums ir saņemts. Tuvākajā laikā ar jums sazināsies mūsu pārstāvis.	game/scenarios/scenario_3.rpy	359	h_nvl "[what]"
dfa_text_90202324	e	Kurš gan varēt-..	game/scenarios/scenario_3.rpy	362	e "[what]"
dfa_text_2c823980	e	{cps=20}{size=50}Ak nu!... Sistēēma.. uzlauu..zta! Un tas viss,,,, jo pasniedzzii kodu kāā uz paplllātttes!!	game/scenarios/scenario_3.rpy	364	e "[what]"
dfa_result_d1316ee1	e	Šis bija viens no kārtējiem pikšķerēšanas mēģinājumiem - turklāt ļoti viltīgs!	game/scenarios/scenario_3.rpy	369	e "[what]"
dfa_result_347eecc8	e	Pirms atbildi nezināmiem numuriem, pārliecinies, ka tie ir uzticami. Bija pazīmes, kas liecināja pretējo.	game/scenarios/scenario_3.rpy	371	e "[what]"
dfa_result_3f341fd3	e	Svarīgi saprast vienu: SMS kods ir paredzēts tikai un vienīgi tam, lai Tu pats to izmantotu īstajā brīdī, īstajā vietā.	game/scenarios/scenario_3.rpy	372	e "[what]"
dfa_result_3b18f8f1	e	Nekad nevajag dalīties ar verifikācijas kodiem ārpus situācijas, ko Tu pats neesi uzsācis, piemēram, piesakoties savā kontā vai runājot ar banku pa telefonu.	game/scenarios/scenario_3.rpy	373	e "[what]"
dfa_result_0fbd9bea	e	Šajā gadījumā cits numurs bija sūtījis ziņu - sagadījās, ka tieši Tev un tuvā laikā.	game/scenarios/scenario_3.rpy	374	e "[what]"
dfa_result_3dc02620	e	Taču tas notika pirms Tu izmantoji SMS autentifikatoru. Arī zīme - otra ziņa nesaturēja vārdu Google, jo krāpnieks nezin, ko un kad izmanto.	game/scenarios/scenario_3.rpy	375	e "[what]"
dfa_result_8ae29129	e	SMS verifikācijas kodi ir solis uz drošību, bet, kā tagad redzi, tie nav perfekti.	game/scenarios/scenario_3.rpy	376	e "[what]"
dfa_result_3308d9d2	e	Labi, ejam tālāk!	game/scenarios/scenario_3.rpy	378	e "[what]"
usb_9d1f7543	e	Nākošā svarīgā izvēle - {u}USB politika{/u}.	game/scenarios/scenario_3.rpy	383	e "[what]"
usb_ea143984	e	Nulles riska politika. Var radīt grūtības, ja nepieciešami atjauninājumi vai ārējā datu apmaiņa.	game/scenarios/scenario_3.rpy	390	e "[what]"
usb_5d6b60bd	e	Saprotams kompromiss starp drošību un funkcionalitāti. Lieliska izvēle!	game/scenarios/scenario_3.rpy	395	e "[what]"
usb_ac7785b7	e	Augsts risks. Lielākā daļa incidentu sākas ar kļūdām vai nezināšanu.	game/scenarios/scenario_3.rpy	399	e "[what]"
usb_1ee6a1ee	e	Pie tam paveras iespēja uzbrucējam viegli piekļūt svarīgām sistēmām.	game/scenarios/scenario_3.rpy	400	e "[what]"
usb_9854b584	e	USB datu nesēji uz kuģa var šķist ērts rīks datu apmaiņai vai atjauninājumiem, taču tie arī ir viens no biežākajiem ļaunprogrammatūras ievazāšanas veidiem.	game/scenarios/scenario_3.rpy	402	e "[what]"
usb_1ef8f38f	e	Vīruss var neaktivizēties uzreiz. Tas var pat gadiem palikt nemanāms sistēmā, līdz tiek aktivizēts, kad konkrētas kuģa sistēmas pieslēdzas internetam vai kādam ārējam tīklam.	game/scenarios/scenario_3.rpy	403	e "[what]"
usb_63742934	e	Tieši USB disku izmantošanas kļūdas ir bijušas pamatā vairākiem nopietniem incidentiem jūrniecībā.	game/scenarios/scenario_3.rpy	404	e "[what]"
usb_2443f55d	e	Tāpēc politika, kā mēs apstrādājam USB ierīces, ir kritiska kiberdrošības sastāvdaļa.	game/scenarios/scenario_3.rpy	405	e "[what]"
physical_intro_af9bd9c6	e	Visbeidzot, pievērsīsimies arī {u}fiziskajai drošībai{/u}.	game/scenarios/scenario_3.rpy	410	e "[what]"
physical_intro_1016c7b8	e	Augsts drošības līmenis - tikai autorizētiem darbiniekiem ar pārbaudītu piekļuvi. Laba izvēle!	game/scenarios/scenario_3.rpy	418	e "[what]"
physical_intro_e3021658	e	Labs variants, bet pastāv risks pret cilvēku kļūdām vai atslēgu kopēšanu.	game/scenarios/scenario_3.rpy	423	e "[what]"
physical_intro_55ac19cc	e	Ļoti augsts risks. Praktiski nav aizsardzības pret fizisku manipulāciju. Tik vieglprātīgam nevajadzētu būt.	game/scenarios/scenario_3.rpy	427	e "[what]"
physical_intro_2fd6a261	e	Digitālās sistēmas var būt lieliski aizsargātas, bet, ja uzbrucējs var fiziski piekļūt nepasargātam datoram, parolēm vai serverim, visa kiberdrošība var kļūt bezjēdzīga.	game/scenarios/scenario_3.rpy	429	e "[what]"
physical_intro_5ab7d4b9	e	Kuģa specifika - izolēta vide, dažādu speciālistu klātbūtne no ārpuses (servisa tehniķi, pārbaudes inspektori) rada īpašu nepieciešamību kontrolēt piekļuvi fiziskajām vietām.	game/scenarios/scenario_3.rpy	430	e "[what]"
physical_intro_4ad2c2e2	e	Serveru telpas, sakaru centri un vadības iekārtas jācenšas maksimāli aizsargāt.	game/scenarios/scenario_3.rpy	431	e "[what]"
physical_intro_2709a075	e	Nu ko, tagad pārbaudīsim, kā Tavas izvēles palīdz vai kavē kuģa drošību reālās situācijās.	game/scenarios/scenario_3.rpy	433	e "[what]"
physical_intro_e6107871	e	Atceries, drošība jūrniecībā nav tikai tehnoloģijas jautājums. Tas ir arī komandas stratēģijas un disciplīnas jautājums.	game/scenarios/scenario_3.rpy	435	e "[what]"
physical_intro_ff7df902	e	Šie nākamie notikumi būs balstīti tieši uz Taviem iepriekš pieņemtajiem lēmumiem.	game/scenarios/scenario_3.rpy	436	e "[what]"
sms_input_ae48ade6	e	To var apskatīt, spiežot uz pogas "ESC" un izvēloties sadaļu "VĒSTURE".	game/scenarios/scenario_3.rpy	451	e "[what]"
sms_input_8653337f	e	Malacis, pareiza izvēle! Vai spēji atkost, ka šis ir pikšķerētāja darbs?	game/scenarios/scenario_3.rpy	457	e "[what]"
incident_1_62bde821		Viss sākās brīdī, kad pēc ierastās tehniķu vizītes tika novērota neparasta datora uzvedība Pērles administrācijas telpās.	game/scenarios/scenario_3.rpy	467	"[what]"
incident_1_a085418c		Vairāki darbinieki ziņoja par sistēmu palēnināšanos, un vēlāk uz ekrāniem parādījās paziņojums par failu šifrēšanu un pieprasītu izpirkuma maksu.	game/scenarios/scenario_3.rpy	468	"[what]"
incident_1_69e140ec	nvl_narrator	UZMANĪBU: Jūsu pārvadājumu dati ir šifrēti!	game/scenarios/scenario_3.rpy	471	nvl_narrator "[what]"
incident_1_3bbf5b54	nvl_narrator	Lai atgūtu piekļuvi, lūdzu, samaksājiet 3000.00 EUR "Bitcoin" valūtā uz sekojošo adresi:	game/scenarios/scenario_3.rpy	472	nvl_narrator "[what]"
incident_1_a137f720	nvl_narrator	1Ez69SnzzmePmZX3WpEzMKTrcBF2gpNQ55	game/scenarios/scenario_3.rpy	473	nvl_narrator "[what]"
incident_1_0d6b198d	nvl_narrator	Pēc maksājuma saņemšanas Jums tiks nosūtīta atšifrēšanas atslēga.	game/scenarios/scenario_3.rpy	474	nvl_narrator "[what]"
incident_1_a288d7b6	nvl_narrator	Atlikušais laiks: 22 stundas un 10 minūtes.	game/scenarios/scenario_3.rpy	475	nvl_narrator "[what]"
incident_1_ebfb3be0	nvl_narrator	Ja samaksa netiks veikta laikā, visi faili tiks neatgriezeniski dzēsti.	game/scenarios/scenario_3.rpy	476	nvl_narrator "[what]"
incident_1_f0230929		Uzreiz uzsākām incidenta izmeklēšanu, lai noskaidrotu iespējamo avotu.	game/scenarios/scenario_3.rpy	480	"[what]"
incident_1_0b71f660		Tā kā Tu izvēlējies fizisko drošību ar brīvu piekļuvi visiem darbiniekiem, ārējais tehniķis varēja netraucēti pārvietoties pa administrācijas zonu.	game/scenarios/scenario_3.rpy	483	"[what]"
incident_1_20a83428		Viņam bija iespēja nepamanīti piekļūt neaizslēgtam datoram, un visticamāk tieši šādā veidā tika ievadīts kaitīgais fails.	game/scenarios/scenario_3.rpy	484	"[what]"
incident_1_d79eb6a5		Tā kā Tu izvēlējies piekļuvi ar mehāniskām atslēgām, piekļuve bija ierobežota, taču atslēgas klonēšanas risks tika realizēts.	game/scenarios/scenario_3.rpy	486	"[what]"
incident_1_7924be99		Ārējais tehniķis, iespējams, izmantoja klonētu atslēgu, lai piekļūtu serveru telpai.	game/scenarios/scenario_3.rpy	487	"[what]"
incident_1_7f71cefa		Pateicoties stingrajai piekļuves kontrolei (biometrija vai kartes), tehniķim nebija iespējas piekļūt serveriem vai sensitīvām darba stacijām.	game/scenarios/scenario_3.rpy	489	"[what]"
incident_1_4cbb95a2		Tāpēc infekcija notika tikai ierobežotā apjomā, skarot personāla tīklā visvieglāk pieejamo informāciju.	game/scenarios/scenario_3.rpy	490	"[what]"
incident_1_c801de0d		Tā kā Tu izvēlējies paroles glabāt vai nu piezīmju grāmatiņā vai paļauties tikai uz atmiņu, paroles bija viegli pieejamas uzbrucējam.	game/scenarios/scenario_3.rpy	493	"[what]"
incident_1_2886cf9b		Viņš ātri atrada piezīmes vai atminēja vāju paroli, iegūstot piekļuvi papildus sistēmām.	game/scenarios/scenario_3.rpy	494	"[what]"
